system:index,threshold_type,dfo_centroid_x,dfo_centroid_y,dfo_cause,gfd_area
DFO_3901_From_20120220_to_20120227,otsu,12.807442,9.859668,Heavy rain,769.61
DFO_3902_From_20120220_to_20120227,std,103.415798,-2.585677,Heavy rain,945.53
DFO_3904_From_20120225_to_20120227,otsu,8.698624,35.116281,Heavy rain,1426.0
DFO_3906_From_20120304_to_20120307,std,34.461539,31.458294,Heavy rain,1618.48
DFO_3910_From_20120301_to_20120326,std,-79.495063,-0.5987,Heavy rain,4324.21
DFO_3914_From_20120326_to_20120330,std,123.278367,13.628836,Heavy rain,258.21
DFO_3915_From_20120408_to_20120426,std,-72.582111,19.443322,Heavy rain,179.25
DFO_3917_From_20120409_to_20120426,std,36.214118,-2.441234,Heavy rain,2867.43
DFO_3919_From_20120405_to_20120426,std,-59.272208,-23.646697,Heavy rain,2762.37
DFO_3925_From_20120501_to_20120507,std,-62.022799,-3.649082,Heavy rain,7662.59
DFO_3931_From_20120520_to_20120529,std,157.950235,68.00087,Heavy rain,11429.16
DFO_3948_From_20120713_to_20120716,std,-95.808654,29.578033,Heavy rain,718.66
DFO_3960_From_20120803_to_20120806,std,82.321565,19.439848,Heavy rain,92.71
DFO_3962_From_20120804_to_20120806,otsu,-2.593343,55.574626,Heavy rain,403.83
DFO_3963_From_20120803_to_20120806,otsu,122.594372,40.519484,"Tropical Storm, Surge",507.2
DFO_3965_From_20120814_to_20120820,otsu,103.729817,31.160222,Heavy rain,2224.44
DFO_3966_From_20120816_to_20120820,std,82.796221,20.985523,Heavy rain,4.63
DFO_3969_From_20120812_to_20120820,std,135.556159,34.616699,Heavy rain,111.75
DFO_3971_From_20120824_to_20120829,std,-15.494274,14.462036,Heavy rain,124.4
DFO_3974_From_20120823_to_20120829,std,73.522165,35.030504,Heavy rain,1043.72
DFO_3975_From_20120825_to_20120829,std,106.115278,37.391616,Heavy rain,1079.77
DFO_3976_From_20120825_to_20120926,std,12.10885,9.301664,Heavy rain,6957.81
DFO_3977_From_20120828_to_20120907,std,-89.346018,30.503005,"Tropical Storm, Surge",2717.37
DFO_3979_From_20120817_to_20120907,std,126.245599,38.194882,"Tropical Storm, Surge",318.75
DFO_3980_From_20120820_to_20120907,std,32.726004,2.656467,Heavy rain,671.88
DFO_3981_From_20120815_to_20120907,std,35.829521,1.366374,Heavy rain,1177.04
DFO_3982_From_20120902_to_20120907,otsu,-16.151491,13.409272,Heavy rain,1345.69
DFO_3983_From_20120916_to_20120918,otsu,76.85692,31.306274,Heavy rain,22198.9
DFO_3984_From_20120910_to_20121029,std,68.775576,28.044522,Heavy rain,13693.72
DFO_3985_From_20120912_to_20120926,otsu,99.640458,17.090901,Heavy rain,19058.66
DFO_3991_From_20120907_to_20121003,std,29.585968,9.569418,Heavy rain,1660.81
DFO_3992_From_20120922_to_20121003,std,44.896686,4.944556,Heavy rain,56.18
DFO_3994_From_20120915_to_20121015,std,2.956491,14.315988,Heavy rain,1315.67
DFO_3995_From_20120915_to_20121015,otsu,20.506625,11.078585,Heavy rain,7381.26
DFO_4001_From_20121104_to_20121108,std,78.804243,11.828347,"Tropical Storm, Surge",1749.85
DFO_4005_From_20121204_to_20121204,std,124.468671,7.987227,"Tropical Storm, Surge",370.31
DFO_4006_From_20121202_to_20121204,std,28.709678,39.509315,Heavy rain,1040.52
DFO_4007_From_20121120_to_20121204,std,-59.625194,-27.5025,Heavy rain,4288.57
DFO_4009_From_20121120_to_20121218,otsu,-1.193707,53.456925,Heavy rain,14594.41
DFO_4013_From_20130103_to_20130110,std,121.883077,-3.867021,Heavy rain,336.61
DFO_4016_From_20130104_to_20130110,std,125.30844,7.256988,Heavy rain,333.24
DFO_4017_From_20130104_to_20130110,std,-76.457258,-9.282979,Heavy rain,360.75
DFO_4019_From_20130108_to_20130110,std,36.450233,32.839777,Heavy rain,974.6
DFO_4020_From_20130113_to_20130122,std,106.729879,-6.179453,Heavy rain,211.5
DFO_4022_From_20130113_to_20130117,std,36.51717,0.058024,Heavy rain,2264.08
DFO_4023_From_20130117_to_20130304,std,32.67733,-24.800608,Heavy rain,2600.52
DFO_4024_From_20130122_to_20130201,std,144.818063,-19.372479,"Tropical Storm, Surge",6563.26
DFO_4026_From_20130115_to_20130201,std,25.064564,-20.376563,Heavy rain,3634.25
DFO_4028_From_20121201_to_20130212,std,144.477319,-5.887359,Heavy rain,1580.7
DFO_4032_From_20130220_to_20130304,std,104.265313,-2.41871,Heavy rain,2.63
DFO_4037_From_20130301_to_20130317,std,22.624352,-17.814634,Heavy rain,12528.41
DFO_4055_From_20130501_to_20130516,std,43.655301,2.169639,Heavy rain,166.64
DFO_4075_From_20130704_to_20130715,std,-57.65355,-24.146038,Heavy rain,6681.15
DFO_4078_From_20130801_to_20130807,std,70.637704,32.814392,Heavy rain,9718.41
DFO_4079_From_20130801_to_20130807,std,128.424146,50.004265,Heavy rain,6419.45
DFO_4082_From_20130807_to_20130821,std,69.106502,28.740393,Heavy rain,16475.14
DFO_4083_From_20130807_to_20131014,std,130.272429,50.532277,Heavy rain,64044.37
DFO_4090_From_20130927_to_20131014,std,105.083548,12.658027,Heavy rain,22300.37
DFO_4092_From_20130930_to_20131014,std,101.693689,13.081862,Heavy rain,24193.43
DFO_4094_From_20131008_to_20131014,std,28.824089,7.737242,Heavy rain,1536.46
DFO_4098_From_20131012_to_20131110,std,85.932081,24.717423,Heavy rain,12851.34
DFO_4101_From_20131031_to_20131110,std,-98.011079,30.660662,Heavy rain,260.07
DFO_4105_From_20131108_to_20131119,std,57.427572,21.681893,"Tropical Storm, Surge",245.04
DFO_4111_From_20131227_to_20140207,otsu,-1.511439,53.273185,Heavy rain,16176.88
DFO_4115_From_20131222_to_20140104,std,-86.789903,37.559702,Heavy rain,2675.95
DFO_4117_From_20140110_to_20140501,std,-64.013513,-13.388781,Heavy rain,45778.21
DFO_4130_From_20140324_to_20140330,std,150.116713,-26.241474,Heavy rain,692.73
DFO_4137_From_20140418_to_20140501,std,38.968923,-7.193015,Heavy rain,1435.13
DFO_4140_From_20140510_to_20140516,std,38.944179,-7.664354,Heavy rain,1014.86
DFO_4146_From_20140530_to_20140610,otsu,113.34169,23.265167,Heavy rain,3992.29
DFO_4150_From_20140603_to_20140714,std,-53.547014,-24.354116,Heavy rain,29001.32
DFO_4153_From_20140617_to_20140625,std,124.729885,6.771897,Heavy rain,592.67
DFO_4154_From_20140623_to_20140625,std,94.716023,27.811455,Heavy rain,201.58
DFO_4156_From_20140711_to_20140714,std,99.738953,19.82582,Heavy rain,188.65
DFO_4157_From_20140705_to_20140714,std,174.068419,-35.698936,Heavy rain,197.18
DFO_4159_From_20140522_to_20140729,std,-59.559684,-2.929344,Heavy rain,36389.93
DFO_4163_From_20140703_to_20140729,std,-58.025587,-32.346689,Heavy rain,13321.4
DFO_4171_From_20140811_to_20140908,std,79.758579,27.385201,Heavy rain,7702.74
DFO_4174_From_20140814_to_20140908,std,86.253746,26.179465,Heavy rain,7580.46
DFO_4175_From_20140813_to_20140819,std,6.40648,16.327289,Heavy rain,312.32
DFO_4176_From_20140815_to_20140908,std,94.654164,27.613202,Heavy rain,13152.95
DFO_4178_From_20140820_to_20140908,std,90.633346,24.566128,Heavy rain,25826.52
DFO_4179_From_20140901_to_20141011,std,75.341864,33.944858,Heavy rain,6367.43
DFO_4184_From_20140901_to_20140908,std,100.456514,16.403907,Heavy rain,1247.48
DFO_4186_From_20140921_to_20141011,std,32.906766,6.941732,Heavy rain,924.12
DFO_4188_From_20140924_to_20141011,std,92.489108,26.746527,Heavy rain,17583.32
DFO_4189_From_20140919_to_20141011,std,121.612204,14.657501,"Tropical Storm, Surge",887.37
DFO_4197_From_20141018_to_20141027,std,-98.431718,21.784523,"Tropical Storm, Surge",1579.96
DFO_4198_From_20141012_to_20141027,std,79.69672,18.447297,"Tropical Storm, Surge",8353.39
DFO_4199_From_20141019_to_20141022,std,-16.532883,28.278193,Heavy rain,144.17
DFO_4201_From_20141024_to_20141116,std,45.253771,4.134278,Heavy rain,717.7
DFO_4206_From_20141107_to_20141116,std,99.516261,8.024092,Heavy rain,283.31
DFO_4211_From_20141204_to_20141214,std,27.710632,41.457879,Heavy rain,4068.64
DFO_4213_From_20141211_to_20141214,std,-123.100985,39.796732,Heavy rain,628.81
DFO_4215_From_20141220_to_20150101,std,80.983382,7.909725,Heavy rain,591.71
DFO_4216_From_20141220_to_20150101,std,102.163815,4.725076,Heavy rain,348.14
DFO_4217_From_20141210_to_20150101,std,124.903089,8.656083,"Tropical Storm, Surge",1079.36
DFO_4218_From_20150105_to_20150111,std,127.055774,-19.187214,Heavy rain,4118.26
DFO_4219_From_20150101_to_20150209,std,35.356372,-18.794576,Heavy rain,3777.23
DFO_4220_From_20150105_to_20150209,std,-63.766078,-16.463788,Heavy rain,1390.48
DFO_4221_From_20150201_to_20150209,std,26.597174,41.457083,Heavy rain,4129.96
DFO_4222_From_20150205_to_20150209,std,122.861751,0.686073,Heavy rain,527.43
DFO_4224_From_20150105_to_20150209,std,45.921846,-19.667487,"Tropical Storm, Surge",1896.77
DFO_4225_From_20150220_to_20150224,std,-65.844532,-11.504221,Heavy rain,1433.98
DFO_4226_From_20150222_to_20150224,std,135.715998,-18.200011,"Tropical Storm, Surge",1849.6
DFO_4227_From_20150220_to_20150224,std,-69.803492,19.328489,Heavy rain,176.98
DFO_4230_From_20150310_to_20150323,std,-86.233174,37.026804,Heavy rain,2767.77
DFO_4231_From_20150315_to_20150323,std,108.399177,-6.55868,Heavy rain,977.53
DFO_4233_From_20150309_to_20150323,std,13.681068,-8.816642,Heavy rain,466.91
DFO_4239_From_20150320_to_20150331,std,76.405834,33.17674,Heavy rain,582.26
DFO_4241_From_20150305_to_20150415,std,47.010559,-18.155697,Heavy rain,2903.78
DFO_4251_From_20150517_to_20150521,std,79.177106,10.712137,Heavy rain,284.39
DFO_4258_From_20150515_to_20150602,std,81.527738,58.190103,Heavy rain,54174.15
DFO_4259_From_20150602_to_20150629,std,93.874744,26.919545,Heavy rain,6518.62
DFO_4265_From_20150624_to_20150629,std,70.764317,21.873364,Heavy rain,178.52
DFO_4272_From_20150715_to_20150819,std,72.27367,34.343166,Heavy rain,4892.08
DFO_4274_From_20150718_to_20150721,otsu,-83.16498,38.388691,Heavy rain,1036.33
DFO_4275_From_20150716_to_20150721,std,-58.743148,6.665761,Heavy rain,44.01
DFO_4276_From_20150710_to_20150721,otsu,-50.750999,-25.568947,Heavy rain,6374.47
DFO_4280_From_20150725_to_20150805,std,106.86508,20.813733,Heavy rain,665.51
DFO_4282_From_20150715_to_20150819,std,82.616452,26.20738,"Tropical Storm, Surge",22632.02
DFO_4283_From_20150715_to_20150819,std,95.532558,20.174691,Heavy rain,4388.13
DFO_4288_From_20150813_to_20150911,std,93.751026,26.894603,Heavy rain,12696.49
DFO_4293_From_20150907_to_20150911,std,104.761883,20.566882,Heavy rain,1007.61
DFO_4294_From_20150830_to_20150911,std,11.528384,9.952668,Heavy rain,1179.25
DFO_4300_From_20151022_to_20151028,std,121.241052,16.691018,"Tropical Storm, Surge",1205.14
DFO_4301_From_20151014_to_20151028,std,-53.571757,-29.956828,Heavy rain,10859.78
DFO_4305_From_20151024_to_20151028,std,30.481903,31.042172,Heavy rain,2571.4
DFO_4306_From_20151002_to_20151008,std,-73.832354,22.491628,"Tropical Storm, Surge",1626.34
DFO_4309_From_20151110_to_20151204,std,78.855441,11.827777,"Tropical Storm, Surge",2365.66
DFO_4314_From_20151215_to_20160129,std,-91.082899,35.665762,Heavy rain,33233.64
DFO_4315_From_20151201_to_20160129,std,-55.848159,-26.036936,Heavy rain,35250.91
DFO_4317_From_20151201_to_20160106,std,39.51328,-2.036427,Heavy rain,277.87
DFO_4318_From_20151212_to_20160106,std,121.22868,12.835664,"Tropical Storm, Surge",2019.24
DFO_4319_From_20151205_to_20160126,otsu,-2.774857,54.986812,Heavy rain,17313.55
DFO_4322_From_20160115_to_20160129,std,-43.228975,-22.522713,Heavy rain,187.3
DFO_4324_From_20160114_to_20160129,std,35.504833,-4.761681,Heavy rain,3616.46
DFO_4325_From_20160105_to_20160129,std,-56.442003,-17.955485,Heavy rain,6264.35
DFO_4326_From_20160119_to_20160129,std,-79.700891,-0.786333,Heavy rain,1277.72
DFO_4327_From_20160127_to_20160129,std,145.712371,-41.858015,Heavy rain,66.97
DFO_4328_From_20160127_to_20160129,std,-3.837328,55.183358,Heavy rain,703.41
DFO_4330_From_20160118_to_20160310,std,103.351503,-2.465434,Heavy rain,2724.28
DFO_4334_From_20160306_to_20160310,std,21.054631,44.67104,Heavy rain,439.94
DFO_4335_From_20160228_to_20160310,std,-64.929023,-12.842969,Heavy rain,330.19
DFO_4337_From_20160308_to_20160325,std,-96.10583,30.908557,Heavy rain,10794.4
DFO_4339_From_20160312_to_20160413,std,71.7788,33.054515,Heavy rain,1125.88
DFO_4340_From_20160305_to_20160325,std,-63.122747,-28.563259,Heavy rain,10232.03
DFO_4346_From_20160401_to_20160413,std,-58.223535,-31.143073,Heavy rain,16886.36
DFO_4350_From_20160412_to_20160511,std,-56.194568,-32.434709,Heavy rain,22756.05
DFO_4355_From_20160420_to_20160501,std,95.606788,27.463976,Heavy rain,7337.34
DFO_4357_From_20160422_to_20160530,std,35.999703,-6.894272,Heavy rain,3266.74
DFO_4359_From_20160526_to_20160624,std,-95.536729,30.857441,Heavy rain,3333.85
DFO_4364_From_20160617_to_20160624,std,110.032248,-7.476875,Heavy rain,1002.7
DFO_4365_From_20160601_to_20160816,std,95.260379,18.315771,Heavy rain,10414.75
DFO_4369_From_20160630_to_20160706,std,34.242915,12.519849,Heavy rain,59.24
DFO_4376_From_20160718_to_20160719,std,101.075102,5.172299,Heavy rain,134.75
DFO_4378_From_20160707_to_20160803,std,80.83492,22.810744,Heavy rain,3698.86
DFO_4381_From_20160725_to_20160803,std,32.288179,-27.594955,Heavy rain,473.28
DFO_4382_From_20160725_to_20160826,std,90.039502,24.095044,Heavy rain,37798.41
DFO_4386_From_20160730_to_20160731,std,-77.214169,39.333933,Heavy rain,5.11
DFO_4388_From_20160814_to_20160826,std,-91.800461,29.9879,Heavy rain,1179.92
DFO_4390_From_20160815_to_20160826,std,96.868707,26.347448,Heavy rain,1823.59
DFO_4391_From_20160914_to_20160922,std,5.095075,15.485015,Heavy rain,84.6
DFO_4403_From_20161006_to_20161016,std,100.394655,14.866708,Heavy rain,2416.57
DFO_4412_From_20161010_to_20161110,std,-55.669729,-34.663688,Heavy rain,13261.25
DFO_4423_From_20161201_to_20161207,std,100.753436,14.444781,Heavy rain,2958.0
DFO_4427_From_20161226_to_20170105,std,-59.807119,-33.770758,Heavy rain,7602.03
DFO_4428_From_20161225_to_20170105,std,133.489083,-21.521533,Heavy rain,5168.7
DFO_4432_From_20161231_to_20170207,std,100.060618,7.304939,Heavy rain,1137.85
DFO_4434_From_20170104_to_20170105,std,-122.457654,39.623615,Heavy rain,828.57
DFO_4435_From_20170105_to_20170121,std,-55.551237,-29.409362,Heavy rain,7941.87
DFO_4439_From_20170101_to_20170207,std,34.515093,-20.777836,Heavy rain,802.68
DFO_4444_From_20170216_to_20170303,std,-120.824584,38.803959,Heavy rain,6169.11
DFO_4451_From_20170313_to_20170322,std,150.760044,-31.695612,Heavy rain,847.66
DFO_4455_From_20170309_to_20170322,std,17.046184,-20.569767,Heavy rain,801.58
DFO_4458_From_20170328_to_20170408,otsu,148.68159,-21.974973,"Tropical Storm, Surge",3898.29
DFO_4459_From_20170330_to_20170418,otsu,90.682833,24.317835,Heavy rain,7006.88
DFO_4461_From_20170405_to_20170421,std,176.790204,-38.204246,Heavy rain,148.32
DFO_4462_From_20170405_to_20170421,std,-67.938778,-45.953281,"Tropical Storm, Surge",1418.57
DFO_4464_From_20170405_to_20170421,std,-62.627877,-27.423069,Heavy rain,15648.64
DFO_4472_From_20170508_to_20170515,std,37.880209,-2.878787,Heavy rain,904.06
DFO_4483_From_20170602_to_20170703,std,94.938714,27.613121,Heavy rain,5973.76
DFO_4485_From_20170612_to_20170614,std,125.249498,7.76344,Heavy rain,608.6
DFO_4495_From_20170804_to_20170821,std,-67.52709,7.835109,Heavy rain,10384.01
DFO_4499_From_20170727_to_20170810,std,88.084765,22.906125,Heavy rain,3613.38
DFO_4500_From_20170802_to_20170810,std,105.157778,21.65766,Heavy rain,205.2
DFO_4503_From_20170725_to_20170729,std,9.920057,52.994591,Heavy rain,131.25
DFO_4507_From_20170810_to_20170826,std,79.076049,28.16566,Heavy rain,22260.03
DFO_4508_From_20170810_to_20170826,std,90.014758,24.591169,Heavy rain,30764.22
DFO_4515_From_20170823_to_20170826,std,114.138854,22.385119,"Tropical Storm, Surge",202.12
DFO_4516_From_20170908_to_20170919,std,-81.625156,28.594245,"Tropical Storm, Surge",9990.79
DFO_4562_From_20180113_to_20180122,std,-57.598762,-25.311985,Heavy rain,3289.3
DFO_4569_From_20180201_to_20180221,std,-63.246465,-24.484188,Heavy rain,20331.19
DFO_4577_From_20180210_to_20180221,std,-64.013513,-14.405328,Heavy rain,2013.86
DFO_4579_From_20180305_to_20180326,std,145.217501,-17.015232,Heavy rain,2711.07
DFO_4583_From_20180226_to_20180302,std,22.53924,39.686804,Heavy rain,571.86
DFO_4584_From_20180305_to_20180306,std,118.568754,-8.497488,Heavy rain,10.82
DFO_4586_From_20180301_to_20180314,std,16.006957,-11.247113,Heavy rain,13433.76
DFO_4589_From_20180321_to_20180324,std,-121.121506,37.911751,Heavy rain,988.7
DFO_4590_From_20180316_to_20180323,std,47.827095,-16.669172,"Tropical Storm, Surge",994.21
DFO_4594_From_20180403_to_20180408,std,-88.11368,38.292104,Heavy rain,1883.74
DFO_4597_From_20180325_to_20180408,std,26.671405,41.531705,Heavy rain,2818.83
DFO_4602_From_20180428_to_20180501,std,29.640624,-4.014862,Heavy rain,1792.27
DFO_4603_From_20180423_to_20180425,std,30.011777,-1.783994,Heavy rain,1424.82
DFO_4632_From_20180615_to_20180620,otsu,93.8747,21.9855,Heavy rain,5176.24
DFO_4640_From_20180625_to_20180711,std,75.1439,33.3752,Heavy rain,2104.94
DFO_4645_From_20180703_to_20180711,std,72.5706,33.3024,Heavy rain,2131.48
DFO_4652_From_20180717_to_20180723,std,104.477,11.9888,"Tropical Storm, Surge",742.49
DFO_4653_From_20180717_to_20180723,otsu,105.925,21.1736,"Tropical Storm, Surge",1850.43
DFO_4654_From_20180711_to_20180719,std,91.4251,47.6723,Heavy rain,13803.49
DFO_4662_From_20180726_to_20180904,std,-68.2941,2.75369,Heavy rain,6205.09
DFO_4665_From_20180802_to_20180810,otsu,94.1222,27.2914,Heavy rain,24544.67
DFO_4666_From_20180715_to_20180810,otsu,95.4336,18.1914,Heavy rain,6465.2
DFO_4667_From_20180820_to_20181002,otsu,8.2375,10.4748,Heavy rain,8403.28
DFO_4673_From_20180901_to_20180907,otsu,82.4309,25.7354,Heavy rain,12989.15
DFO_4676_From_20180915_to_20181002,std,-78.9091,35.0642,"Tropical Storm, Surge",437.99
DFO_4695_From_20181023_to_20181027,std,-105.236,23.7218,"Tropical Storm, Surge",2720.37
DFO_4703_From_20181029_to_20181107,otsu,-57.0853,-25.3427,Heavy rain,10019.87
DFO_4704_From_20181124_to_20181129,std,107.137,11.491,"Tropical Storm, Surge",6467.41
DFO_4711_From_20181205_to_20181210,std,-120.058,35.7787,Heavy rain,2475.92
